00:00.0,0.00054,-0.000828,0.0021
01:00.0,0.000567,-0.000774,0.002113
02:00.0,0.000593,-0.00072,0.002123
03:00.0,0.000619,-0.000665,0.002132
04:00.0,0.000645,-0.000611,0.00214
05:00.0,0.00067,-0.000556,0.002145
06:00.0,0.000696,-0.000501,0.002149
07:00.0,0.000722,-0.000446,0.00215
08:00.0,0.000747,-0.000391,0.002151
09:00.0,0.000772,-0.000336,0.002149
10:00.0,0.000797,-0.000281,0.002146
11:00.0,0.000822,-0.000227,0.002141
12:00.0,0.000847,-0.000172,0.002134
13:00.0,0.000871,-0.000118,0.002126
14:00.0,0.000895,-0.000064,0.002116
15:00.0,0.000919,-0.00001,0.002104
16:00.0,0.000942,0.000043,0.002091
17:00.0,0.000966,0.000096,0.002076
18:00.0,0.000988,0.000148,0.002059
19:00.0,0.001011,0.0002,0.002041
20:00.0,0.001033,0.000252,0.002021
21:00.0,0.001055,0.000303,0.002
22:00.0,0.001076,0.000354,0.001977
23:00.0,0.001097,0.000403,0.001953
24:00.0,0.001118,0.000453,0.001927
25:00.0,0.001138,0.000501,0.0019
26:00.0,0.001157,0.000549,0.001871
27:00.0,0.001176,0.000596,0.001841
28:00.0,0.001195,0.000643,0.00181
29:00.0,0.001213,0.000689,0.001777
30:00.0,0.001231,0.000734,0.001743
31:00.0,0.001248,0.000778,0.001708
32:00.0,0.001264,0.000821,0.001672
33:00.0,0.00128,0.000863,0.001634
34:00.0,0.001296,0.000905,0.001595
35:00.0,0.00131,0.000946,0.001555
36:00.0,0.001324,0.000985,0.001514
37:00.0,0.001338,0.001024,0.001472
38:00.0,0.001351,0.001062,0.001429
39:00.0,0.001363,0.001099,0.001384
40:00.0,0.001374,0.001135,0.001339
41:00.0,0.001385,0.001169,0.001293
42:00.0,0.001395,0.001203,0.001246
43:00.0,0.001405,0.001236,0.001198
44:00.0,0.001413,0.001268,0.001149
45:00.0,0.001421,0.001298,0.0011
46:00.0,0.001428,0.001328,0.001049
47:00.0,0.001435,0.001356,0.000998
48:00.0,0.00144,0.001384,0.000947
49:00.0,0.001445,0.00141,0.000894
50:00.0,0.001449,0.001435,0.000841
51:00.0,0.001452,0.001459,0.000788
52:00.0,0.001455,0.001482,0.000734
53:00.0,0.001456,0.001504,0.000679
54:00.0,0.001457,0.001525,0.000624
55:00.0,0.001457,0.001545,0.000569
56:00.0,0.001456,0.001563,0.000513
57:00.0,0.001454,0.00158,0.000457
58:00.0,0.001451,0.001597,0.0004
59:00.0,0.001448,0.001612,0.000344
00:00.0,0.001443,0.001626,0.000287
01:00.0,0.001438,0.001638,0.00023
02:00.0,0.001431,0.00165,0.000173
03:00.0,0.001424,0.001661,0.000115
04:00.0,0.001416,0.00167,0.000058
05:00.0,0.001407,0.001678,0
06:00.0,0.001397,0.001686,-0.000057
07:00.0,0.001386,0.001692,-0.000114
08:00.0,0.001374,0.001697,-0.000171
09:00.0,0.001361,0.0017,-0.000229
10:00.0,0.001347,0.001703,-0.000286
11:00.0,0.001333,0.001705,-0.000342
12:00.0,0.001317,0.001706,-0.000399
13:00.0,0.0013,0.001705,-0.000455
14:00.0,0.001283,0.001704,-0.000511
15:00.0,0.001264,0.001701,-0.000566
16:00.0,0.001245,0.001697,-0.000621
17:00.0,0.001225,0.001693,-0.000676
18:00.0,0.001203,0.001687,-0.00073
19:00.0,0.001181,0.001681,-0.000784
20:00.0,0.001158,0.001673,-0.000837
21:00.0,0.001134,0.001664,-0.00089
22:00.0,0.001109,0.001655,-0.000942
23:00.0,0.001083,0.001644,-0.000993
24:00.0,0.001056,0.001633,-0.001044
25:00.0,0.001028,0.00162,-0.001093
26:00.0,0.001,0.001607,-0.001142
27:00.0,0.00097,0.001593,-0.001191
28:00.0,0.00094,0.001578,-0.001238
29:00.0,0.000908,0.001562,-0.001285
30:00.0,0.000876,0.001545,-0.00133
31:00.0,0.000843,0.001527,-0.001375
32:00.0,0.00081,0.001509,-0.001419
33:00.0,0.000775,0.001489,-0.001462
34:00.0,0.000739,0.001469,-0.001503
35:00.0,0.000703,0.001449,-0.001544
36:00.0,0.000666,0.001427,-0.001584
37:00.0,0.000629,0.001405,-0.001622
38:00.0,0.00059,0.001382,-0.001659
39:00.0,0.000551,0.001358,-0.001695
40:00.0,0.000511,0.001334,-0.00173
41:00.0,0.00047,0.001309,-0.001764
42:00.0,0.000429,0.001283,-0.001796
43:00.0,0.000387,0.001257,-0.001827
44:00.0,0.000345,0.00123,-0.001857
45:00.0,0.000301,0.001203,-0.001885
46:00.0,0.000258,0.001175,-0.001912
47:00.0,0.000213,0.001146,-0.001938
48:00.0,0.000169,0.001117,-0.001962
49:00.0,0.000123,0.001088,-0.001984
50:00.0,0.000078,0.001058,-0.002005
51:00.0,0.000031,0.001028,-0.002025
52:00.0,-0.000015,0.000997,-0.002043
53:00.0,-0.000062,0.000966,-0.00206
54:00.0,-0.00011,0.000934,-0.002075
55:00.0,-0.000157,0.000902,-0.002088
56:00.0,-0.000205,0.00087,-0.0021
57:00.0,-0.000254,0.000837,-0.00211
58:00.0,-0.000302,0.000805,-0.002119
59:00.0,-0.000351,0.000771,-0.002126
00:00.0,-0.000399,0.000738,-0.002131
01:00.0,-0.000448,0.000705,-0.002135
02:00.0,-0.000497,0.000671,-0.002137
03:00.0,-0.000546,0.000637,-0.002137
04:00.0,-0.000595,0.000603,-0.002136
