00:00.0,0.000381,0.000294,-0.002446
01:00.0,0.000427,0.000342,-0.002432
02:00.0,0.000472,0.000389,-0.002416
03:00.0,0.000518,0.000436,-0.002397
04:00.0,0.000563,0.000482,-0.002377
05:00.0,0.000609,0.000527,-0.002355
06:00.0,0.000654,0.000571,-0.002332
07:00.0,0.0007,0.000615,-0.002306
08:00.0,0.000745,0.000658,-0.002279
09:00.0,0.00079,0.0007,-0.00225
10:00.0,0.000835,0.00074,-0.002219
11:00.0,0.000879,0.00078,-0.002186
12:00.0,0.000923,0.000819,-0.002152
13:00.0,0.000967,0.000857,-0.002116
14:00.0,0.00101,0.000894,-0.002078
15:00.0,0.001053,0.00093,-0.002039
16:00.0,0.001096,0.000965,-0.001998
17:00.0,0.001138,0.000999,-0.001955
18:00.0,0.001179,0.001032,-0.001911
19:00.0,0.00122,0.001063,-0.001866
20:00.0,0.00126,0.001093,-0.001819
21:00.0,0.001299,0.001122,-0.001771
22:00.0,0.001338,0.00115,-0.001721
23:00.0,0.001376,0.001177,-0.00167
24:00.0,0.001413,0.001203,-0.001617
25:00.0,0.001449,0.001227,-0.001564
26:00.0,0.001484,0.00125,-0.001509
27:00.0,0.001519,0.001272,-0.001453
28:00.0,0.001552,0.001292,-0.001395
29:00.0,0.001584,0.001312,-0.001337
30:00.0,0.001616,0.001329,-0.001278
31:00.0,0.001646,0.001346,-0.001217
32:00.0,0.001675,0.001362,-0.001156
33:00.0,0.001703,0.001376,-0.001094
34:00.0,0.00173,0.001388,-0.001031
35:00.0,0.001756,0.0014,-0.000967
36:00.0,0.00178,0.00141,-0.000902
37:00.0,0.001803,0.001419,-0.000837
38:00.0,0.001825,0.001427,-0.000771
39:00.0,0.001845,0.001433,-0.000704
40:00.0,0.001864,0.001438,-0.000637
41:00.0,0.001882,0.001442,-0.00057
42:00.0,0.001898,0.001445,-0.000502
43:00.0,0.001913,0.001446,-0.000433
44:00.0,0.001926,0.001446,-0.000364
45:00.0,0.001938,0.001445,-0.000295
46:00.0,0.001949,0.001443,-0.000226
47:00.0,0.001957,0.00144,-0.000156
48:00.0,0.001965,0.001435,-0.000087
49:00.0,0.001971,0.001429,-0.000017
50:00.0,0.001975,0.001422,0.000052
51:00.0,0.001978,0.001414,0.000122
52:00.0,0.001979,0.001405,0.000192
53:00.0,0.001978,0.001395,0.000261
54:00.0,0.001976,0.001384,0.00033
55:00.0,0.001972,0.001372,0.000399
56:00.0,0.001967,0.001358,0.000467
57:00.0,0.00196,0.001344,0.000536
58:00.0,0.001952,0.001329,0.000603
59:00.0,0.001942,0.001313,0.000671
00:00.0,0.00193,0.001295,0.000737
01:00.0,0.001916,0.001278,0.000803
02:00.0,0.001901,0.001259,0.000869
03:00.0,0.001885,0.001239,0.000934
04:00.0,0.001866,0.001219,0.000998
05:00.0,0.001847,0.001198,0.001061
06:00.0,0.001825,0.001176,0.001123
07:00.0,0.001802,0.001153,0.001185
08:00.0,0.001778,0.00113,0.001245
09:00.0,0.001752,0.001106,0.001305
10:00.0,0.001724,0.001081,0.001364
