00:00.0,0.000978,-0.007146,-0.002432
01:00.0,0.000819,-0.007294,-0.002013
02:00.0,0.000657,-0.007413,-0.001586
03:00.0,0.000491,-0.007504,-0.001154
04:00.0,0.000323,-0.007566,-0.000718
05:00.0,0.000153,-0.007599,-0.000279
06:00.0,-0.000017,-0.007603,0.000161
07:00.0,-0.000187,-0.007578,0.0006
08:00.0,-0.000356,-0.007524,0.001037
09:00.0,-0.000523,-0.007441,0.001469
10:00.0,-0.000688,-0.00733,0.001896
11:00.0,-0.000849,-0.007191,0.002316
12:00.0,-0.001005,-0.007024,0.002727
13:00.0,-0.001156,-0.006831,0.003128
14:00.0,-0.001301,-0.006612,0.003517
15:00.0,-0.001439,-0.006369,0.003893
16:00.0,-0.00157,-0.006101,0.004255
17:00.0,-0.001693,-0.005811,0.004601
18:00.0,-0.001806,-0.005498,0.00493
19:00.0,-0.001911,-0.005166,0.005241
20:00.0,-0.002005,-0.004814,0.005533
21:00.0,-0.00209,-0.004445,0.005805
22:00.0,-0.002163,-0.004059,0.006055
23:00.0,-0.002225,-0.003659,0.006284
24:00.0,-0.002276,-0.003246,0.00649
25:00.0,-0.002315,-0.00282,0.006673
26:00.0,-0.002342,-0.002385,0.006832
27:00.0,-0.002357,-0.001941,0.006967
28:00.0,-0.00236,-0.001491,0.007076
29:00.0,-0.00235,-0.001035,0.007161
30:00.0,-0.002328,-0.000576,0.007219
31:00.0,-0.002293,-0.000115,0.007253
32:00.0,-0.002246,0.000345,0.00726
33:00.0,-0.002188,0.000805,0.007241
34:00.0,-0.002117,0.00126,0.007197
35:00.0,-0.002036,0.001711,0.007127
36:00.0,-0.001942,0.002155,0.007032
37:00.0,-0.001839,0.002591,0.006912
38:00.0,-0.001724,0.003017,0.006767
39:00.0,-0.0016,0.003431,0.006597
40:00.0,-0.001467,0.003832,0.006404
41:00.0,-0.001325,0.004219,0.006188
42:00.0,-0.001174,0.004589,0.00595
43:00.0,-0.001017,0.004942,0.00569
44:00.0,-0.000852,0.005277,0.005409
45:00.0,-0.000682,0.005591,0.005109
46:00.0,-0.000506,0.005884,0.00479
47:00.0,-0.000326,0.006155,0.004453
48:00.0,-0.000142,0.006402,0.0041
49:00.0,0.000044,0.006625,0.003732
50:00.0,0.000232,0.006822,0.003349
51:00.0,0.000421,0.006993,0.002955
52:00.0,0.00061,0.007138,0.002549
53:00.0,0.000798,0.007255,0.002134
54:00.0,0.000984,0.007344,0.001711
55:00.0,0.001167,0.007405,0.001281
56:00.0,0.001347,0.007437,0.000846
57:00.0,0.001521,0.007441,0.000408
58:00.0,0.00169,0.007417,-0.000032
59:00.0,0.001853,0.007364,-0.000472
00:00.0,0.002008,0.007283,-0.00091
01:00.0,0.002156,0.007173,-0.001345
02:00.0,0.002294,0.007037,-0.001775
03:00.0,0.002423,0.006874,-0.002198
04:00.0,0.002541,0.006685,-0.002614
05:00.0,0.002649,0.00647,-0.00302
06:00.0,0.002744,0.006231,-0.003415
07:00.0,0.002828,0.005969,-0.003797
08:00.0,0.002899,0.005685,-0.004165
09:00.0,0.002957,0.005379,-0.004518
10:00.0,0.003001,0.005054,-0.004855
11:00.0,0.003032,0.00471,-0.005173
12:00.0,0.003049,0.004349,-0.005473
13:00.0,0.003051,0.003972,-0.005753
14:00.0,0.00304,0.003581,-0.006012
15:00.0,0.003013,0.003178,-0.006249
16:00.0,0.002973,0.002764,-0.006463
17:00.0,0.002918,0.00234,-0.006654
18:00.0,0.002849,0.001909,-0.00682
19:00.0,0.002766,0.001471,-0.006962
20:00.0,0.002669,0.001029,-0.007079
21:00.0,0.002559,0.000585,-0.007171
22:00.0,0.002435,0.000139,-0.007236
23:00.0,0.002299,-0.000305,-0.007276
24:00.0,0.002151,-0.000748,-0.007289
25:00.0,0.001992,-0.001186,-0.007276
26:00.0,0.001821,-0.001619,-0.007237
27:00.0,0.00164,-0.002045,-0.007172
28:00.0,0.00145,-0.002461,-0.007081
29:00.0,0.001251,-0.002867,-0.006964
30:00.0,0.001044,-0.003261,-0.006822
31:00.0,0.000829,-0.003642,-0.006656
32:00.0,0.000608,-0.004008,-0.006465
33:00.0,0.000382,-0.004357,-0.006252
34:00.0,0.000152,-0.004689,-0.006015
35:00.0,-0.000082,-0.005003,-0.005756
36:00.0,-0.000319,-0.005296,-0.005477
37:00.0,-0.000556,-0.005568,-0.005178
38:00.0,-0.000795,-0.005818,-0.004859
39:00.0,-0.001032,-0.006046,-0.004523
40:00.0,-0.001268,-0.006249,-0.004171
41:00.0,-0.0015,-0.006427,-0.003803
42:00.0,-0.001729,-0.006581,-0.003421
43:00.0,-0.001953,-0.006708,-0.003026
44:00.0,-0.00217,-0.00681,-0.002621
45:00.0,-0.002381,-0.006885,-0.002205
46:00.0,-0.002583,-0.006932,-0.001782
47:00.0,-0.002777,-0.006953,-0.001352
48:00.0,-0.00296,-0.006948,-0.000918
49:00.0,-0.003132,-0.006915,-0.00048
50:00.0,-0.003293,-0.006855,-0.00004
51:00.0,-0.00344,-0.00677,0.000399
52:00.0,-0.003575,-0.006658,0.000837
53:00.0,-0.003695,-0.006522,0.001272
54:00.0,-0.003801,-0.006361,0.001702
55:00.0,-0.003891,-0.006176,0.002125
56:00.0,-0.003966,-0.005968,0.00254
57:00.0,-0.004024,-0.005737,0.002946
58:00.0,-0.004065,-0.005486,0.003341
59:00.0,-0.00409,-0.005215,0.003723
00:00.0,-0.004097,-0.004926,0.004091
01:00.0,-0.004088,-0.004618,0.004445
02:00.0,-0.00406,-0.004295,0.004782
03:00.0,-0.004016,-0.003957,0.005101
04:00.0,-0.003954,-0.003605,0.005402
05:00.0,-0.003875,-0.003241,0.005683
06:00.0,-0.003779,-0.002867,0.005943
07:00.0,-0.003666,-0.002484,0.006182
08:00.0,-0.003537,-0.002093,0.006399
09:00.0,-0.003392,-0.001696,0.006592
10:00.0,-0.003231,-0.001295,0.006762
11:00.0,-0.003056,-0.000891,0.006908
12:00.0,-0.002866,-0.000486,0.007029
13:00.0,-0.002663,-0.00008,0.007125
14:00.0,-0.002447,0.000323,0.007196
15:00.0,-0.002218,0.000724,0.007241
