00:00.0,0.002234,0.00096,-0.007239
01:00.0,0.002262,0.000496,-0.007277
02:00.0,0.002278,0.00003,-0.007289
03:00.0,0.002281,-0.000437,-0.007275
04:00.0,0.002272,-0.000902,-0.007234
05:00.0,0.002252,-0.001363,-0.007168
06:00.0,0.002219,-0.00182,-0.007075
07:00.0,0.002174,-0.00227,-0.006957
08:00.0,0.002117,-0.002711,-0.006814
09:00.0,0.002049,-0.003142,-0.006647
10:00.0,0.00197,-0.003561,-0.006455
11:00.0,0.00188,-0.003967,-0.00624
12:00.0,0.00178,-0.004358,-0.006002
13:00.0,0.00167,-0.004733,-0.005743
14:00.0,0.001551,-0.005089,-0.005462
15:00.0,0.001423,-0.005427,-0.005162
16:00.0,0.001288,-0.005743,-0.004843
17:00.0,0.001144,-0.006038,-0.004506
18:00.0,0.000995,-0.00631,-0.004152
19:00.0,0.000839,-0.006558,-0.003784
20:00.0,0.000678,-0.00678,-0.003401
21:00.0,0.000513,-0.006977,-0.003006
22:00.0,0.000345,-0.007146,-0.0026
23:00.0,0.000174,-0.007289,-0.002184
24:00.0,0.000001,-0.007403,-0.001761
25:00.0,-0.000173,-0.007489,-0.00133
26:00.0,-0.000346,-0.007546,-0.000896
27:00.0,-0.000519,-0.007575,-0.000458
28:00.0,-0.00069,-0.007574,-0.000018
29:00.0,-0.000858,-0.007544,0.000422
30:00.0,-0.001023,-0.007485,0.000859
31:00.0,-0.001184,-0.007398,0.001294
32:00.0,-0.001339,-0.007283,0.001723
33:00.0,-0.001488,-0.00714,0.002146
34:00.0,-0.00163,-0.00697,0.002561
35:00.0,-0.001765,-0.006773,0.002966
36:00.0,-0.001891,-0.006551,0.00336
37:00.0,-0.002009,-0.006305,0.003742
38:00.0,-0.002117,-0.006035,0.00411
39:00.0,-0.002215,-0.005743,0.004462
40:00.0,-0.002302,-0.005429,0.004798
41:00.0,-0.002378,-0.005096,0.005117
42:00.0,-0.002443,-0.004744,0.005417
43:00.0,-0.002496,-0.004375,0.005697
44:00.0,-0.002536,-0.00399,0.005956
45:00.0,-0.002564,-0.003591,0.006194
